Doctor_ID,Doctor_Name,Gender,Department_ID,Specialization,Qualification,Experience_Years,Shift
DR00419,Doctor_419,Female,D019,Endocrinology,MD,11,Morning
DR00420,Doctor_420,Male,D020,Dental,MD,31,Night
DR00421,Doctor_421,Male,D001,Cardiology,MD,23,Night
DR00422,Doctor_422,Female,D002,Neurology,DM,19,Night
DR00423,Doctor_423,Male,D003,Orthopedics,DM,23,Morning
DR00424,Doctor_424,Female,D004,Pediatrics,DM,17,Evening
DR00425,Doctor_425,Male,D005,Oncology,DM,1,Night
DR00426,Doctor_426,Female,D006,ENT,MS,16,Night
DR00427,Doctor_427,Female,D007,Dermatology,MS,31,Evening
DR00428,Doctor_428,Female,D008,General Surgery,MCh,6,Night
DR00429,Doctor_429,Female,D009,Urology,MD,20,Evening
DR00430,Doctor_430,Male,D010,Nephrology,MBBS,21,Morning
DR00431,Doctor_431,Female,D011,Gynecology,MCh,1,Night
DR00432,Doctor_432,Male,D012,Psychiatry,MD,5,Night
DR00433,Doctor_433,Female,D013,Pulmonology,MS,7,Night
DR00434,Doctor_434,Male,D014,Gastroenterology,MD,12,Evening
DR00435,Doctor_435,Female,D015,Emergency,MD,14,Evening
DR00436,Doctor_436,Male,D016,Radiology,MCh,6,Night
DR00437,Doctor_437,Female,D017,ICU,MD,32,Night
DR00438,Doctor_438,Male,D018,Ophthalmology,MCh,6,Night
DR00439,Doctor_439,Female,D019,Endocrinology,MBBS,8,Evening
DR00440,Doctor_440,Female,D020,Dental,MD,9,Evening
DR00441,Doctor_441,Female,D001,Cardiology,MCh,4,Evening
DR00442,Doctor_442,Female,D002,Neurology,MD,32,Morning
DR00443,Doctor_443,Female,D003,Orthopedics,MD,35,Night
DR00444,Doctor_444,Male,D004,Pediatrics,MD,21,Evening
DR00445,Doctor_445,Female,D005,Oncology,MS,30,Evening
DR00446,Doctor_446,Female,D006,ENT,DM,5,Morning
DR00447,Doctor_447,Female,D007,Dermatology,MBBS,2,Night
DR00448,Doctor_448,Male,D008,General Surgery,MS,7,Night
DR00449,Doctor_449,Female,D009,Urology,DM,10,Morning
DR00450,Doctor_450,Male,D010,Nephrology,DM,9,Evening
DR00451,Doctor_451,Male,D011,Gynecology,MS,22,Evening
DR00452,Doctor_452,Male,D012,Psychiatry,MS,28,Evening
DR00453,Doctor_453,Female,D013,Pulmonology,MS,4,Evening
DR00454,Doctor_454,Female,D014,Gastroenterology,MS,32,Evening
DR00455,Doctor_455,Female,D015,Emergency,MCh,18,Night
DR00456,Doctor_456,Female,D016,Radiology,MD,32,Morning
DR00457,Doctor_457,Female,D017,ICU,MD,21,Night
DR00458,Doctor_458,Female,D018,Ophthalmology,MD,6,Morning
DR00459,Doctor_459,Female,D019,Endocrinology,MCh,26,Night
DR00460,Doctor_460,Male,D020,Dental,DM,20,Morning
DR00461,Doctor_461,Male,D001,Cardiology,MBBS,13,Evening
DR00462,Doctor_462,Male,D002,Neurology,MCh,35,Night
DR00463,Doctor_463,Female,D003,Orthopedics,MCh,10,Night
DR00464,Doctor_464,Male,D004,Pediatrics,MD,3,Night
DR00465,Doctor_465,Female,D005,Oncology,MD,7,Night
DR00466,Doctor_466,Male,D006,ENT,MBBS,27,Morning
DR00467,Doctor_467,Male,D007,Dermatology,MS,9,Evening
DR00468,Doctor_468,Female,D008,General Surgery,MS,12,Evening
DR00469,Doctor_469,Male,D009,Urology,MS,2,Evening
DR00470,Doctor_470,Male,D010,Nephrology,DM,34,Morning
DR00471,Doctor_471,Male,D011,Gynecology,DM,26,Evening
DR00472,Doctor_472,Male,D012,Psychiatry,MBBS,25,Night
DR00473,Doctor_473,Male,D013,Pulmonology,DM,27,Night
DR00474,Doctor_474,Male,D014,Gastroenterology,MBBS,31,Morning
DR00475,Doctor_475,Male,D015,Emergency,MBBS,28,Morning
DR00476,Doctor_476,Male,D016,Radiology,MBBS,6,Morning
DR00477,Doctor_477,Male,D017,ICU,MD,31,Morning
DR00478,Doctor_478,Female,D018,Ophthalmology,MCh,16,Evening
DR00479,Doctor_479,Male,D019,Endocrinology,MBBS,24,Night
DR00480,Doctor_480,Male,D020,Dental,MBBS,19,Night
DR00481,Doctor_481,Female,D001,Cardiology,DM,17,Morning
DR00482,Doctor_482,Male,D002,Neurology,MBBS,4,Morning
DR00483,Doctor_483,Male,D003,Orthopedics,DM,20,Evening
DR00484,Doctor_484,Male,D004,Pediatrics,DM,4,Evening
DR00485,Doctor_485,Female,D005,Oncology,MCh,29,Evening
DR00486,Doctor_486,Male,D006,ENT,MD,8,Evening
DR00487,Doctor_487,Male,D007,Dermatology,DM,31,Evening
DR00488,Doctor_488,Female,D008,General Surgery,MS,22,Evening
DR00489,Doctor_489,Female,D009,Urology,MBBS,22,Night
DR00490,Doctor_490,Male,D010,Nephrology,MD,20,Night
DR00491,Doctor_491,Female,D011,Gynecology,MD,25,Evening
DR00492,Doctor_492,Female,D012,Psychiatry,MCh,15,Evening
DR00493,Doctor_493,Female,D013,Pulmonology,MBBS,21,Evening
DR00494,Doctor_494,Female,D014,Gastroenterology,DM,11,Night
DR00495,Doctor_495,Male,D015,Emergency,MS,10,Night
DR00496,Doctor_496,Male,D016,Radiology,MS,32,Evening
DR00497,Doctor_497,Male,D017,ICU,MCh,32,Evening
DR00498,Doctor_498,Male,D018,Ophthalmology,MD,20,Night
DR00499,Doctor_499,Male,D019,Endocrinology,DM,30,Night
DR00500,Doctor_500,Male,D020,Dental,MS,1,Evening
DR00501,Doctor_501,Female,D001,Cardiology,MCh,6,Night
DR00502,Doctor_502,Female,D002,Neurology,MBBS,15,Evening
DR00503,Doctor_503,Female,D003,Orthopedics,MCh,21,Evening
DR00504,Doctor_504,Male,D004,Pediatrics,MD,14,Morning
DR00505,Doctor_505,Male,D005,Oncology,MD,19,Evening
DR00506,Doctor_506,Female,D006,ENT,DM,34,Morning
DR00507,Doctor_507,Male,D007,Dermatology,MBBS,32,Evening
DR00508,Doctor_508,Male,D008,General Surgery,MS,30,Morning
DR00509,Doctor_509,Male,D009,Urology,MS,2,Evening
DR00510,Doctor_510,Female,D010,Nephrology,MCh,2,Morning
DR00511,Doctor_511,Male,D011,Gynecology,MD,32,Night
DR00512,Doctor_512,Male,D012,Psychiatry,MS,18,Evening
DR00513,Doctor_513,Male,D013,Pulmonology,DM,9,Evening
DR00514,Doctor_514,Male,D014,Gastroenterology,MS,13,Morning
DR00515,Doctor_515,Female,D015,Emergency,MBBS,2,Morning
DR00516,Doctor_516,Male,D016,Radiology,MCh,24,Night
DR00517,Doctor_517,Female,D017,ICU,DM,5,Night
DR00518,Doctor_518,Female,D018,Ophthalmology,MBBS,6,Evening
DR00519,Doctor_519,Female,D019,Endocrinology,MCh,15,Night
DR00520,Doctor_520,Male,D020,Dental,MCh,26,Morning
DR00521,Doctor_521,Female,D001,Cardiology,MD,24,Morning
DR00522,Doctor_522,Male,D002,Neurology,MD,3,Evening
DR00523,Doctor_523,Female,D003,Orthopedics,MBBS,2,Morning
DR00524,Doctor_524,Female,D004,Pediatrics,MCh,31,Morning
DR00525,Doctor_525,Male,D005,Oncology,MD,21,Morning
DR00526,Doctor_526,Male,D006,ENT,MS,29,Night
DR00527,Doctor_527,Male,D007,Dermatology,DM,21,Evening
DR00528,Doctor_528,Female,D008,General Surgery,DM,8,Evening
DR00529,Doctor_529,Female,D009,Urology,DM,11,Evening
DR00530,Doctor_530,Male,D010,Nephrology,MD,1,Evening
DR00531,Doctor_531,Male,D011,Gynecology,MBBS,11,Morning
DR00532,Doctor_532,Male,D012,Psychiatry,MCh,24,Night
DR00533,Doctor_533,Male,D013,Pulmonology,DM,7,Evening
DR00534,Doctor_534,Male,D014,Gastroenterology,MBBS,29,Evening
DR00535,Doctor_535,Female,D015,Emergency,MD,31,Morning
DR00536,Doctor_536,Female,D016,Radiology,MD,22,Morning
DR00537,Doctor_537,Male,D017,ICU,MD,29,Night
DR00538,Doctor_538,Male,D018,Ophthalmology,DM,10,Evening
DR00539,Doctor_539,Female,D019,Endocrinology,DM,16,Morning
DR00540,Doctor_540,Male,D020,Dental,MS,19,Evening
DR00541,Doctor_541,Male,D001,Cardiology,MS,32,Morning
DR00542,Doctor_542,Female,D002,Neurology,DM,31,Morning
DR00543,Doctor_543,Male,D003,Orthopedics,MCh,4,Night
DR00544,Doctor_544,Male,D004,Pediatrics,MCh,31,Evening
DR00545,Doctor_545,Male,D005,Oncology,MS,13,Evening
DR00546,Doctor_546,Female,D006,ENT,MS,16,Morning
DR00547,Doctor_547,Male,D007,Dermatology,DM,19,Evening
DR00548,Doctor_548,Male,D008,General Surgery,MBBS,19,Morning
DR00549,Doctor_549,Male,D009,Urology,DM,33,Evening
DR00550,Doctor_550,Male,D010,Nephrology,DM,1,Night
DR00551,Doctor_551,Female,D011,Gynecology,MD,24,Evening
DR00552,Doctor_552,Male,D012,Psychiatry,DM,14,Evening
DR00553,Doctor_553,Male,D013,Pulmonology,MD,12,Night
DR00554,Doctor_554,Male,D014,Gastroenterology,MD,13,Night
DR00555,Doctor_555,Male,D015,Emergency,MBBS,32,Evening
DR00556,Doctor_556,Male,D016,Radiology,MD,9,Night
DR00557,Doctor_557,Male,D017,ICU,MCh,20,Morning
DR00558,Doctor_558,Male,D018,Ophthalmology,MBBS,34,Evening
DR00559,Doctor_559,Male,D019,Endocrinology,MCh,23,Evening
DR00560,Doctor_560,Female,D020,Dental,DM,6,Morning
DR00561,Doctor_561,Female,D001,Cardiology,DM,9,Night
DR00562,Doctor_562,Female,D002,Neurology,MD,12,Night
DR00563,Doctor_563,Female,D003,Orthopedics,MBBS,11,Night
DR00564,Doctor_564,Female,D004,Pediatrics,MCh,1,Evening
DR00565,Doctor_565,Female,D005,Oncology,MCh,5,Morning
DR00566,Doctor_566,Female,D006,ENT,MD,21,Night
DR00567,Doctor_567,Female,D007,Dermatology,MCh,4,Evening
DR00568,Doctor_568,Male,D008,General Surgery,DM,29,Night
DR00569,Doctor_569,Male,D009,Urology,MCh,35,Morning
DR00570,Doctor_570,Male,D010,Nephrology,MD,6,Morning
DR00571,Doctor_571,Male,D011,Gynecology,MD,7,Evening
DR00572,Doctor_572,Female,D012,Psychiatry,MCh,2,Morning
DR00573,Doctor_573,Male,D013,Pulmonology,MD,17,Morning
DR00574,Doctor_574,Female,D014,Gastroenterology,MCh,16,Night
DR00575,Doctor_575,Female,D015,Emergency,MBBS,23,Morning
DR00576,Doctor_576,Male,D016,Radiology,MBBS,18,Morning
DR00577,Doctor_577,Female,D017,ICU,DM,33,Evening
DR00578,Doctor_578,Male,D018,Ophthalmology,MBBS,8,Evening
DR00579,Doctor_579,Male,D019,Endocrinology,MCh,15,Morning
DR00580,Doctor_580,Male,D020,Dental,MCh,30,Night
DR00581,Doctor_581,Female,D001,Cardiology,MD,2,Night
DR00582,Doctor_582,Female,D002,Neurology,DM,34,Morning
DR00583,Doctor_583,Female,D003,Orthopedics,MBBS,24,Evening
DR00584,Doctor_584,Female,D004,Pediatrics,MD,22,Night
DR00585,Doctor_585,Female,D005,Oncology,MCh,21,Evening
DR00586,Doctor_586,Male,D006,ENT,MS,34,Morning
DR00587,Doctor_587,Female,D007,Dermatology,MD,28,Night
DR00588,Doctor_588,Male,D008,General Surgery,MS,7,Night
DR00589,Doctor_589,Male,D009,Urology,MBBS,21,Evening
DR00590,Doctor_590,Male,D010,Nephrology,MCh,2,Morning
DR00591,Doctor_591,Male,D011,Gynecology,DM,26,Evening
DR00592,Doctor_592,Male,D012,Psychiatry,MBBS,3,Night
DR00593,Doctor_593,Female,D013,Pulmonology,MCh,18,Night
DR00594,Doctor_594,Male,D014,Gastroenterology,MCh,7,Evening
DR00595,Doctor_595,Male,D015,Emergency,MCh,1,Evening
DR00596,Doctor_596,Male,D016,Radiology,MBBS,19,Morning
DR00597,Doctor_597,Female,D017,ICU,MS,11,Morning
DR00598,Doctor_598,Male,D018,Ophthalmology,MCh,33,Evening
DR00599,Doctor_599,Male,D019,Endocrinology,DM,35,Morning
DR00600,Doctor_600,Female,D020,Dental,MBBS,33,Morning
DR00601,Doctor_601,Female,D001,Cardiology,DM,19,Evening
DR00602,Doctor_602,Male,D002,Neurology,MBBS,35,Evening
DR00603,Doctor_603,Female,D003,Orthopedics,MCh,15,Night
DR00604,Doctor_604,Female,D004,Pediatrics,MD,24,Evening
DR00605,Doctor_605,Female,D005,Oncology,MCh,31,Evening
DR00606,Doctor_606,Female,D006,ENT,MBBS,16,Evening
DR00607,Doctor_607,Male,D007,Dermatology,MD,33,Night
DR00608,Doctor_608,Female,D008,General Surgery,MCh,26,Morning
DR00609,Doctor_609,Female,D009,Urology,MD,16,Evening
DR00610,Doctor_610,Female,D010,Nephrology,DM,18,Evening
DR00611,Doctor_611,Male,D011,Gynecology,MS,4,Morning
DR00612,Doctor_612,Male,D012,Psychiatry,MCh,5,Night
DR00613,Doctor_613,Female,D013,Pulmonology,DM,4,Night
DR00614,Doctor_614,Female,D014,Gastroenterology,DM,23,Night
DR00615,Doctor_615,Male,D015,Emergency,MCh,15,Night
DR00616,Doctor_616,Male,D016,Radiology,DM,22,Night
DR00617,Doctor_617,Female,D017,ICU,MD,13,Night
DR00618,Doctor_618,Female,D018,Ophthalmology,MCh,7,Night
DR00619,Doctor_619,Female,D019,Endocrinology,MS,9,Evening
DR00620,Doctor_620,Male,D020,Dental,MBBS,27,Night
DR00621,Doctor_621,Male,D001,Cardiology,DM,26,Night
DR00622,Doctor_622,Male,D002,Neurology,DM,18,Night
DR00623,Doctor_623,Male,D003,Orthopedics,DM,29,Night
DR00624,Doctor_624,Female,D004,Pediatrics,MS,23,Evening
DR00625,Doctor_625,Female,D005,Oncology,DM,34,Night
DR00626,Doctor_626,Female,D006,ENT,MS,1,Night
DR00627,Doctor_627,Female,D007,Dermatology,DM,29,Evening
DR00628,Doctor_628,Male,D008,General Surgery,MCh,20,Morning
DR00629,Doctor_629,Female,D009,Urology,MCh,25,Night
DR00630,Doctor_630,Male,D010,Nephrology,MBBS,22,Evening
DR00631,Doctor_631,Male,D011,Gynecology,MS,14,Evening
DR00632,Doctor_632,Male,D012,Psychiatry,MBBS,4,Evening
DR00633,Doctor_633,Female,D013,Pulmonology,MS,35,Evening
DR00634,Doctor_634,Female,D014,Gastroenterology,MCh,34,Night
DR00635,Doctor_635,Female,D015,Emergency,DM,30,Evening
DR00636,Doctor_636,Male,D016,Radiology,MCh,23,Evening
DR00637,Doctor_637,Male,D017,ICU,MBBS,34,Morning
DR00638,Doctor_638,Male,D018,Ophthalmology,DM,24,Night
DR00639,Doctor_639,Female,D019,Endocrinology,MCh,10,Morning
DR00640,Doctor_640,Female,D020,Dental,DM,26,Evening
DR00641,Doctor_641,Female,D001,Cardiology,MCh,6,Morning
DR00642,Doctor_642,Female,D002,Neurology,MS,24,Morning
DR00643,Doctor_643,Female,D003,Orthopedics,MCh,12,Morning
DR00644,Doctor_644,Female,D004,Pediatrics,MS,33,Evening
DR00645,Doctor_645,Male,D005,Oncology,MCh,19,Night
DR00646,Doctor_646,Male,D006,ENT,MCh,13,Evening
DR00647,Doctor_647,Male,D007,Dermatology,MBBS,7,Evening
DR00648,Doctor_648,Male,D008,General Surgery,DM,1,Morning
DR00649,Doctor_649,Female,D009,Urology,MCh,1,Evening
DR00650,Doctor_650,Female,D010,Nephrology,MBBS,1,Night
DR00651,Doctor_651,Male,D011,Gynecology,MD,12,Evening
DR00652,Doctor_652,Female,D012,Psychiatry,MCh,33,Morning
DR00653,Doctor_653,Male,D013,Pulmonology,DM,8,Morning
DR00654,Doctor_654,Male,D014,Gastroenterology,MCh,33,Morning
DR00655,Doctor_655,Male,D015,Emergency,MBBS,5,Morning
DR00656,Doctor_656,Female,D016,Radiology,DM,28,Morning
DR00657,Doctor_657,Male,D017,ICU,MCh,21,Morning
DR00658,Doctor_658,Male,D018,Ophthalmology,MS,18,Morning
DR00659,Doctor_659,Male,D019,Endocrinology,MS,7,Night
DR00660,Doctor_660,Male,D020,Dental,MS,13,Evening
DR00661,Doctor_661,Female,D001,Cardiology,MBBS,4,Morning
DR00662,Doctor_662,Female,D002,Neurology,MCh,3,Evening
DR00663,Doctor_663,Male,D003,Orthopedics,MCh,16,Morning
DR00664,Doctor_664,Male,D004,Pediatrics,MBBS,11,Night
DR00665,Doctor_665,Male,D005,Oncology,MS,1,Evening
DR00666,Doctor_666,Female,D006,ENT,DM,17,Evening
DR00667,Doctor_667,Male,D007,Dermatology,MD,25,Night
DR00668,Doctor_668,Male,D008,General Surgery,DM,20,Evening
DR00669,Doctor_669,Female,D009,Urology,MBBS,16,Morning
DR00670,Doctor_670,Male,D010,Nephrology,MD,23,Evening
DR00671,Doctor_671,Male,D011,Gynecology,MBBS,19,Evening
DR00672,Doctor_672,Female,D012,Psychiatry,MBBS,22,Night
DR00673,Doctor_673,Female,D013,Pulmonology,MS,26,Night
DR00674,Doctor_674,Male,D014,Gastroenterology,MBBS,28,Evening
DR00675,Doctor_675,Male,D015,Emergency,DM,13,Evening
DR00676,Doctor_676,Female,D016,Radiology,MS,16,Evening
DR00677,Doctor_677,Male,D017,ICU,MS,2,Evening
DR00678,Doctor_678,Male,D018,Ophthalmology,MD,9,Morning
DR00679,Doctor_679,Male,D019,Endocrinology,MS,35,Morning
DR00680,Doctor_680,Female,D020,Dental,DM,16,Morning
DR00681,Doctor_681,Female,D001,Cardiology,MS,14,Night
DR00682,Doctor_682,Female,D002,Neurology,DM,14,Evening
DR00683,Doctor_683,Female,D003,Orthopedics,MCh,14,Morning
DR00684,Doctor_684,Female,D004,Pediatrics,MD,17,Night
DR00685,Doctor_685,Female,D005,Oncology,MCh,24,Night
DR00686,Doctor_686,Male,D006,ENT,DM,33,Morning
DR00687,Doctor_687,Male,D007,Dermatology,MBBS,33,Morning
DR00688,Doctor_688,Female,D008,General Surgery,DM,2,Night
DR00689,Doctor_689,Male,D009,Urology,MS,1,Evening
DR00690,Doctor_690,Male,D010,Nephrology,MD,15,Evening
DR00691,Doctor_691,Male,D011,Gynecology,MBBS,5,Night
DR00692,Doctor_692,Female,D012,Psychiatry,MCh,20,Morning
DR00693,Doctor_693,Male,D013,Pulmonology,MS,6,Morning
DR00694,Doctor_694,Female,D014,Gastroenterology,MD,26,Evening
DR00695,Doctor_695,Female,D015,Emergency,DM,30,Night
DR00696,Doctor_696,Male,D016,Radiology,MS,12,Morning
DR00697,Doctor_697,Female,D017,ICU,MS,27,Morning
DR00698,Doctor_698,Female,D018,Ophthalmology,MD,26,Evening
DR00699,Doctor_699,Male,D019,Endocrinology,MD,19,Morning
DR00700,Doctor_700,Female,D020,Dental,MCh,15,Night
DR00701,Doctor_701,Male,D001,Cardiology,DM,3,Night
DR00702,Doctor_702,Male,D002,Neurology,DM,13,Evening
DR00703,Doctor_703,Male,D003,Orthopedics,DM,3,Night
DR00704,Doctor_704,Female,D004,Pediatrics,MD,15,Night
DR00705,Doctor_705,Female,D005,Oncology,MCh,17,Evening
DR00706,Doctor_706,Female,D006,ENT,MBBS,8,Night
DR00707,Doctor_707,Female,D007,Dermatology,MBBS,4,Morning
DR00708,Doctor_708,Male,D008,General Surgery,MBBS,21,Morning
DR00709,Doctor_709,Female,D009,Urology,MBBS,27,Night
DR00710,Doctor_710,Female,D010,Nephrology,MCh,15,Evening
DR00711,Doctor_711,Male,D011,Gynecology,MS,28,Evening
DR00712,Doctor_712,Female,D012,Psychiatry,MCh,29,Night
DR00713,Doctor_713,Male,D013,Pulmonology,MD,28,Night
DR00714,Doctor_714,Male,D014,Gastroenterology,DM,13,Morning
DR00715,Doctor_715,Female,D015,Emergency,MD,35,Morning
DR00716,Doctor_716,Male,D016,Radiology,MCh,17,Morning
DR00717,Doctor_717,Male,D017,ICU,MD,23,Evening
DR00718,Doctor_718,Female,D018,Ophthalmology,MBBS,13,Night
DR00719,Doctor_719,Female,D019,Endocrinology,MD,9,Night
DR00720,Doctor_720,Female,D020,Dental,DM,16,Night
DR00721,Doctor_721,Male,D001,Cardiology,MBBS,33,Night
DR00722,Doctor_722,Female,D002,Neurology,MD,23,Night
DR00723,Doctor_723,Female,D003,Orthopedics,MD,10,Night
DR00724,Doctor_724,Male,D004,Pediatrics,MS,8,Night
DR00725,Doctor_725,Female,D005,Oncology,MD,10,Night
DR00726,Doctor_726,Female,D006,ENT,DM,14,Morning
DR00727,Doctor_727,Female,D007,Dermatology,MBBS,24,Evening
DR00728,Doctor_728,Male,D008,General Surgery,MBBS,4,Evening
DR00729,Doctor_729,Female,D009,Urology,MD,8,Night
DR00730,Doctor_730,Female,D010,Nephrology,DM,8,Morning
DR00731,Doctor_731,Female,D011,Gynecology,DM,30,Night
DR00732,Doctor_732,Female,D012,Psychiatry,MS,11,Night
DR00733,Doctor_733,Male,D013,Pulmonology,MBBS,1,Evening
DR00734,Doctor_734,Female,D014,Gastroenterology,MBBS,22,Night
DR00735,Doctor_735,Female,D015,Emergency,MBBS,32,Evening
DR00736,Doctor_736,Female,D016,Radiology,MD,35,Evening
DR00737,Doctor_737,Male,D017,ICU,MS,6,Night
DR00738,Doctor_738,Female,D018,Ophthalmology,MCh,17,Night
DR00739,Doctor_739,Male,D019,Endocrinology,MBBS,9,Night
DR00740,Doctor_740,Male,D020,Dental,MBBS,26,Morning
DR00741,Doctor_741,Female,D001,Cardiology,MS,12,Night
DR00742,Doctor_742,Male,D002,Neurology,MBBS,20,Night
DR00743,Doctor_743,Female,D003,Orthopedics,DM,12,Night
DR00744,Doctor_744,Female,D004,Pediatrics,MS,15,Evening
DR00745,Doctor_745,Male,D005,Oncology,MCh,24,Evening
DR00746,Doctor_746,Male,D006,ENT,MBBS,3,Morning
DR00747,Doctor_747,Female,D007,Dermatology,MBBS,14,Evening
DR00748,Doctor_748,Female,D008,General Surgery,DM,11,Evening
DR00749,Doctor_749,Male,D009,Urology,MD,15,Morning
DR00750,Doctor_750,Male,D010,Nephrology,DM,26,Morning
DR00751,Doctor_751,Male,D011,Gynecology,DM,31,Morning
DR00752,Doctor_752,Male,D012,Psychiatry,MS,1,Morning
DR00753,Doctor_753,Female,D013,Pulmonology,MD,19,Morning
DR00754,Doctor_754,Male,D014,Gastroenterology,MCh,27,Evening
DR00755,Doctor_755,Male,D015,Emergency,DM,1,Night
DR00756,Doctor_756,Male,D016,Radiology,MD,25,Evening
DR00757,Doctor_757,Male,D017,ICU,DM,23,Night
DR00758,Doctor_758,Male,D018,Ophthalmology,DM,6,Night
DR00759,Doctor_759,Female,D019,Endocrinology,MCh,30,Evening
DR00760,Doctor_760,Male,D020,Dental,DM,6,Morning
DR00761,Doctor_761,Female,D001,Cardiology,MCh,20,Night
DR00762,Doctor_762,Female,D002,Neurology,MS,31,Night
DR00763,Doctor_763,Male,D003,Orthopedics,MS,22,Night
DR00764,Doctor_764,Male,D004,Pediatrics,MD,15,Night
DR00765,Doctor_765,Female,D005,Oncology,MBBS,10,Night
DR00766,Doctor_766,Female,D006,ENT,MCh,27,Evening
DR00767,Doctor_767,Male,D007,Dermatology,MCh,29,Evening
DR00768,Doctor_768,Female,D008,General Surgery,MBBS,15,Morning
DR00769,Doctor_769,Male,D009,Urology,MCh,8,Morning
DR00770,Doctor_770,Female,D010,Nephrology,MBBS,13,Night
DR00771,Doctor_771,Female,D011,Gynecology,DM,15,Night
DR00772,Doctor_772,Female,D012,Psychiatry,MD,35,Night
DR00773,Doctor_773,Male,D013,Pulmonology,MCh,6,Evening
DR00774,Doctor_774,Male,D014,Gastroenterology,DM,9,Night
DR00775,Doctor_775,Male,D015,Emergency,MCh,7,Evening
DR00776,Doctor_776,Female,D016,Radiology,MCh,11,Morning
DR00777,Doctor_777,Female,D017,ICU,MBBS,9,Evening
DR00778,Doctor_778,Male,D018,Ophthalmology,DM,16,Morning
DR00779,Doctor_779,Female,D019,Endocrinology,MBBS,1,Night
DR00780,Doctor_780,Male,D020,Dental,DM,20,Morning
DR00781,Doctor_781,Male,D001,Cardiology,DM,6,Night
DR00782,Doctor_782,Male,D002,Neurology,MCh,8,Night
DR00783,Doctor_783,Female,D003,Orthopedics,MD,24,Night
DR00784,Doctor_784,Female,D004,Pediatrics,MBBS,17,Morning
DR00785,Doctor_785,Male,D005,Oncology,MS,33,Night
DR00786,Doctor_786,Female,D006,ENT,DM,3,Night
DR00787,Doctor_787,Female,D007,Dermatology,MBBS,23,Night
DR00788,Doctor_788,Female,D008,General Surgery,MCh,8,Morning
DR00789,Doctor_789,Male,D009,Urology,MS,23,Morning
DR00790,Doctor_790,Female,D010,Nephrology,MBBS,29,Morning
DR00791,Doctor_791,Male,D011,Gynecology,DM,8,Morning
DR00792,Doctor_792,Female,D012,Psychiatry,MD,10,Night
DR00793,Doctor_793,Female,D013,Pulmonology,DM,10,Night
DR00794,Doctor_794,Female,D014,Gastroenterology,MCh,18,Evening
DR00795,Doctor_795,Male,D015,Emergency,MBBS,22,Morning
DR00796,Doctor_796,Female,D016,Radiology,MCh,31,Morning
DR00797,Doctor_797,Male,D017,ICU,MBBS,12,Night
DR00798,Doctor_798,Female,D018,Ophthalmology,DM,11,Night
DR00799,Doctor_799,Female,D019,Endocrinology,DM,15,Night
DR00800,Doctor_800,Male,D020,Dental,MS,22,Night
DR00801,Doctor_801,Male,D001,Cardiology,MS,9,Night
DR00802,Doctor_802,Male,D002,Neurology,MD,11,Evening
DR00803,Doctor_803,Female,D003,Orthopedics,MS,30,Evening
DR00804,Doctor_804,Female,D004,Pediatrics,MS,1,Evening
DR00805,Doctor_805,Female,D005,Oncology,MS,15,Morning
DR00806,Doctor_806,Male,D006,ENT,DM,3,Night
DR00807,Doctor_807,Male,D007,Dermatology,MD,18,Evening
DR00808,Doctor_808,Female,D008,General Surgery,MBBS,33,Evening
DR00809,Doctor_809,Female,D009,Urology,MCh,34,Night
DR00810,Doctor_810,Male,D010,Nephrology,MBBS,7,Morning
DR00811,Doctor_811,Female,D011,Gynecology,MCh,7,Evening
DR00812,Doctor_812,Female,D012,Psychiatry,MD,10,Night
DR00813,Doctor_813,Male,D013,Pulmonology,MS,22,Night
DR00814,Doctor_814,Female,D014,Gastroenterology,MCh,16,Evening
DR00815,Doctor_815,Female,D015,Emergency,MS,4,Night
DR00816,Doctor_816,Female,D016,Radiology,MS,31,Night
DR00817,Doctor_817,Female,D017,ICU,MD,16,Evening
DR00818,Doctor_818,Male,D018,Ophthalmology,MD,14,Morning
DR00819,Doctor_819,Female,D019,Endocrinology,DM,29,Evening
DR00820,Doctor_820,Female,D020,Dental,MD,5,Morning
DR00821,Doctor_821,Female,D001,Cardiology,MS,17,Night
DR00822,Doctor_822,Female,D002,Neurology,MBBS,13,Night
DR00823,Doctor_823,Male,D003,Orthopedics,MCh,12,Evening
DR00824,Doctor_824,Female,D004,Pediatrics,DM,23,Night
DR00825,Doctor_825,Female,D005,Oncology,MBBS,32,Evening
DR00826,Doctor_826,Male,D006,ENT,MS,17,Night
DR00827,Doctor_827,Male,D007,Dermatology,MD,18,Morning
DR00828,Doctor_828,Male,D008,General Surgery,MD,4,Evening
